ID,start_date,end_date ,duration,Info_source ,news_link ,continent,sub-region,country ,geo_scope,area_name ,ordered_by ,decision_maker,shutdown_type_new,affected_network,full or service-based,Facebook_affected,Twitter_affected,WhatsApp_affected,Instagram_affected,Telegram_affected,other_service_details (specify) ,SMS_and_phone_call_affected,telcos_involved ,gov_ack,official_just,other_just_details,off_statement,actual_cause,other_cause_details,election,violence,hr_abuse_reported,users_notified,users_affected/targetted ,legal_justif,legal_method ,telco_resp,telco_ ack,econ_impact,event ,an_link ,notes
182,9/25/2019,9/28/2019,3,CSO KIO Partners ,"https://www.kominfo.go.id/content/detail/21719/siaran-pers-no-187hmkominfo092019-tentang-pembatasan-layanan-data-di-wamena/0/siaran_pers
https://www.theguardian.com/world/2019/sep/28/i-feel-like-im-dying-west-papua-witnesses-unrest-indonesia-police",Asia Pacific,,Indonesia,Level 1,Wamena,Executive government,Ministry of Communications and  ,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,Other modes of communications including phone lines disrupted,Phone call,,Yes ,Public Safety ,,https://www.kominfo.go.id/content/detail/21719/siaran-pers-no-187hmkominfo092019-tentang-pembatasan-layanan-data-di-wamena/0/siaran_pers,"Protests
",,No ,Yes ,Yes ,unknown ,Minority groups ,unknown ,,unknown ,,,,,
11,1/8/2019,1/12/2019,4,News Media Article,"https://www.hindustantimes.com/india-news/tripura-suspends-sms-mobile-internet-for-two-days-amid-protest-against-citizenship-bill/story-fcbvbBnJTYPU3dRAHQEsBK.html

https://www.indiatoday.in/india/story/police-fire-at-protesters-of-citizenship-amendment-bill-mobile-internet-services-suspended-in-tripura-1427227-2019-01-09",Asia Pacific,,India ,Level  2,State of Tripura,State government,Tripura State Government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,SMS,,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,"In a notification, the home department said, “Incidents of rioting and arsoning have occurred in some areas in Jirania police station under West Tripura district and photographs of such incidents are being uploaded in the social media which may likely to generate serious law and order situation....” Those photos are likely to be used for transmission of fake information and to prevent this, use of SMS messages and mobile Internet/data services are being prohibited for 48 hours since 3 pm Tuesday, the notification said.",Communal Violence,,No ,Yes,Unknown,Unknown,Others,Yes,Section-144 of CrPC,Unknown,,,The Tripura government on Tuesday suspended mobile Internet and SMS services in the entire state for two days in the apprehension of law and order problem following a clash in West Tripura district.,,
88,5/3/2019,5/7/2019,4,News Media Article,"https://www.newsnation.in/india-news/encounter-underway-between-terrorists-and-security-forces-in-jammu-and-kashmirs-shopian-article-222743.html

https://www.siasat.com/shopian-update-one-militant-killed-internet-services-suspended-operation-1493402/",Asia Pacific,,India ,Level 1,"South Kashmir, Jammu and Kashmir",State government,State government,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet Shutdown in South Kashmir to ensure safety and security after gunning down of three terrorists by security forces in Shopian district of South Kashmir,,
97,5/13/2019,5/17/2019,4,CSO KIO Partners ,"https://netblocks.org/reports/sri-lanka-blocks-social-media-for-third-time-in-one-month-M8JRjg80

https://www.channelnewsasia.com/news/asia/sri-lanka-bombings-block-facebook-whatsapp-11527832",Asia Pacific,,SriLanka,Level 3,National ,Executive government,,Shutdown,Mobile and broadband,Service-based,TRUE,TRUE,TRUE,TRUE,FALSE,"YouTube, Viber, Snapchat and Facebook Messenger",None,"Airtel (Bharti Airtel), Dialog (Axiata), Hutch (CK Hutchison), 
Mobitel (Sri Lanka Telecom) ",Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,,Communal Violence,,No ,Yes,No ,Unknown,Others,Unknown,,Unknown,,,Sri Lanka widened a curfew on Monday after attacks on mosques and Muslim-owned businesses in the worst unrest since Easter bombings by Islamist militants and blocked Facebook and WhatsApp to stop people inciting violence.,,
111,05/27/2019,05/31/2019,4,News Media Article,https://baghdadtoday.news/news/88488/%D8%A8%D8%A7%D9%84%D9%88%D8%AB%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AA%D8%AD%D8%AF%D8%AF-,MENA ,,Iraq ,Level 3,National ,Ministry of Education - via a Communic to the Ministry of ICT,Ministry of Education - via a Communic to the Ministry of ICT,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,School Exams,,,Exam Cheating,,,No,No,,,,,,,,,,
134,6/16/2019,6/20/2019,4,Other,"Facebook Transparency Report

https://cpj.org/2019/06/two-news-websites-inaccessible-in-algeria-amid-pro.php
https://netblocks.org/reports/facebook-twitter-instagram-whatsapp-and-other-social-media-blocked-in-algeria-eBOgJxBZ
https://www.middleeasteye.net/news/algeria-block-internet-access-during-school-exams",Africa,,Algeria,Level 3,National,Executive government,,Shutdown,Mobile and broadband,Service-based,TRUE,TRUE,TRUE,TRUE,FALSE,,None,,Yes ,School Exams,,https://www.middleeasteye.net/news/algeria-block-internet-access-during-school-exams,Exam Cheating,,No,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,Record from Facebook Transparency Report as 4 independent events. 
189,10/12/2019,10/16/2019,4,News Media Article,http://adengd.net/news/416123,MENA ,,Yemen ,Level 1,Abyan districts,Non-government,,Shutdown,Broadband,Full,,,,,,,None,,Yes ,Sabotage/Third-party Action,,,Other,Armed conflict ,Unknown,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,
28,2/12/2019,2/17/2019,5,News Media Article,"https://scroll.in/latest/912917/citizenship-bill-to-be-tabled-in-rajya-sabha-prohibitory-orders-issued-in-imphal-ahead-of-protests

http://www.uniindia.com/curfew-imposed-internet-service-suspended-as-stir-against-citizenship-bill-intensifies-in-manipur/east/news/1496777.html

https://indianexpress.com/article/north-east-india/manipur/citizenship-bill-protests-curfew-imposed-in-imphal-mobile-internet-shut-across-manipur-5579751/",Asia Pacific,,India ,Level  2,"Imphal and several other places, Manipur",Local government,Imphal East District Magistrate Chitra Devi and other authorities in Manipur,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Public Safety / Quell Unrest / Restore Public Order,https://twitter.com/ANI/status/1095109454108872706?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1095109454108872706&ref_url=https%3A%2F%2Fscroll.in%2Flatest%2F912917%2Fcitizenship-bill-to-be-tabled-in-rajya-sabha-prohibitory-orders-issued-in-imphal-ahead-of-protests,,Protest,Political Instability,No ,Yes,Unknown,Unknown,Others,Yes,Section-144 of CrPC,Unknown,,,Internet shutdown in Manipur state amid possibility of violent protests to oppose the introduction of Citizenship Amendments Bill in the Indian Parliament ,,
34,2/15/2019,2/20/2019,5,News Media Article,"https://economictimes.indiatimes.com/news/defence/curfew-continues-in-jammu-army-stages-flag-march-for-second-day/articleshow/68022622.cms

https://www.indiatoday.in/india/video/curfew-in-jammu-till-evening-internet-services-remain-blocked-1458087-2019-02-17

https://www.greaterkashmir.com/news/jammu/life-limping-back-to-normal-in-jammu-2/",Asia Pacific,,India ,Level  2,"Jammu, Jammu and Kashmir",State government,Jammu authorities,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Public Safety / Quell Unrest / Restore Public Order,Peace,,Communal Violence,,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,Internet shutdown in Jammu following the protest by local citizens and groups against Pakistan after the deadly attack on Indian souldiers in Pulwama,,
139,6/20/2019,6/25/2019,5,News Media Article,"https://www.cnn.com/2018/06/21/africa/algeria-turns-off-internet-intl/index.html

https://www.theguardian.com/world/2018/jun/21/algeria-shuts-internet-prevent-cheating-school-exams",Africa,,Algeria,Level 3,National,Executive government,Education Minister Nouria Benghabrit,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,Algeria Telecom,Yes ,School Exams,The public telephone operator Algérie Telecom said it cut internet services “in compliance with instructions from the government ... to ensure high school diploma tests run smoothly” after a joint decision by the telecommunications and education ministers.,,Exam Cheating,,No,No,No,Yes,Others,Unknown,,Yes,The public telephone operator Algérie Telecom said it cut internet services “in compliance with instructions from the government ... to ensure high school diploma tests run smoothly” after a joint decision by the telecommunications and education ministers.,,"It published a timetable of the shutdown schedule: three one-hour blackouts, coinciding with the first hour of each baccalaureate exam, on Wednesday, and two each on Thursday, Friday, Saturday, Sunday and Monday.",,
39,2/23/2019,3/1/2019,6,News Media Article,http://www.newindianexpress.com/nation/2019/feb/23/arunachal-prc-bandh-curfew-clamped-internet-services-suspended-after-mob-violence-1942771.html,Asia Pacific,,India ,Level 1,"Itanagar, Arunachal Pradesh",State government,State Home Commissioner G. S. Meena,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,,Protest,,No ,Yes,Unknown,Unknown,Minority Groups,Yes,"Section 144 of CrPC
",Unknown,,,"Internet shutdown in Itanagar, capital of Arunachal Pradesh after a strike was called by 18 organisations protesting against the state government’s move to grant permanent resident certificate (PRC) to six non-tribal communities. The protests turned out so violent that they torched several public properties and houses of higher ranking officers and Ministers of the state.",,
58,3/26/2019,4/1/2019,6,CSO KIO Partners ,https://roskomsvoboda.org/46089/,Europe,,Russia,Level 1,Ingushetia,Executive government,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,SMS,"ITT, Rostelecom",Unknown ,Technical Problems / Infrastructure Failure,,,Protest,,No ,Unknown,Unknown,Unknown,Others,Unknown,,Yes,https://gazetaingush.ru/news/sboy-svyazi-v-ingushetii-proizoshel-iz-za-avarii-na-magistralnoy-linii-hashegulgov?fbclid=IwAR0gQ_q5pOcEy9dW6mRtyS75ibeHMD-B3vs_lpbp92dGJSIpp5bbRQHcYyg,,"Against the backdrop of mass protests in the Republic of Ingushetia, users note another “shutdown” of the Internet, both mobile (in the republic as a whole) and wired (so far only in Magas) - a Rostelecom representative explained this by an accident on the trunk line",,
175,8/27/2019,9/2/2019,6,CSO KIO Partners ,https://ioda.caida.org/ioda/dashboard#lastView=overview&from=1567382400&until=1567425600&view=inspect&entity=country/IQ,MENA ,,Iraq ,Level 3,,Executive government,Ministry of Education - via a Communic to the Ministry of ICT,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Yes ,School Exams,,,Exam Cheating,,No,No,No,Yes,,No,,Unknown,,,,,
176,9/2/2019,9/9/2019,7,News Media Article,"https://bdnews24.com/bangladesh/2019/09/03/govt-curbs-3g-4g-mobile-services-at-rohingya-camps-surrounding-areas
https://www.thedailystar.net/rohingya-crisis/news/3g-4g-services-restricted-ukhia-teknaf-until-further-notice-1798249
https://globalvoices.org/2019/09/03/bangladesh-cuts-access-to-mobile-phone-services-for-the-rohingya/",Asia Pacific,,Bangladesh,Level 1,Refugee Camps in Cox Bazar district and peninsula adjoining the Naf River ,Executive government,Bangladesh Telecommunication Regulatory Commission ,Throttle,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,Curfew style downgrading of 3G and 4G internet from 5pm until 6am ,,,Yes ,National Security,,,"Protests
",,No ,No ,No ,No ,Minority groups ,unknown ,,unknown ,,,,,
184,10/3/2019,10/10/2019,7,News Media Article,"https://www.theguardian.com/world/2019/oct/02/at-least-seven-killed-as-iraqi-security-forces-fire-on-protesters
https://www.accessnow.org/amid-massive-anti-government-protests-a-near-total-internet-shutdown-in-iraq/
https://www.businessinsider.com/iraq-blocks-facebook-whatsapp-cuts-internet-protests-2019-10

https://www.aa.com.tr/en/middle-east/iraq-internet-access-restored-after-weeklong-protests/1605204",MENA ,,Iraq ,Level 3,National except Kurdish region ,Uknown ,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Unknown,,,Protest,,,,,,,,,,,,,,
193,11/4/2019,11/11/2019,7,News Media Article,"https://arabicpost.net/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/2019/11/05/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%85%D8%B9%D8%B2%D9%88%D9%84-%D8%B9%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%82%D8%B7%D8%B9-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5/
https://netblocks.org/reports/iraq-shuts-down-internet-again-as-protests-intensify-Q8oOWz8n",MENA ,,Iraq ,Level 3,National except Kurdish areas ,,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,Unknown,,,Protest,,No,Yes,Yes,,,,,,,,,,
197,11/16/2019,11/23/2019,7,News Media Article,"https://www.voanews.com/middle-east/iranians-struggle-without-internet
https://medium.com/filterwatch/iran-shutdown-monitor-ccd4cad2a681",MENA ,,Iran,Level 3,National except Kurdish region ,Executive government,Ministry of ICT ,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,"MCI (TCI), MTCE, MTN Irancell, Rightel (Tamin Telecom) , Taliya 
TKC",Yes ,National Security / Counter-Terrorism,,,Protest,Economic Crisis,No ,Yes ,Yes ,Unknown,,Unknown,,Unknown,,,,,
66,4/7/2019,4/15/2019,8,News Media Article,"http://www.uniindia.com/~/encounter-between-militants-security-forces-ensues-in-tral/States/news/1554700.html

 https://www.greaterkashmir.com/news/kashmir/militants-escape-after-brief-shootout-in-tral-forests/",Asia Pacific,,India ,Level 1,"Tral, Jammu and Kashmir",State government,State government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Unknown ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,Precautionary Measure,,Other,Military Action,No ,Yes,Unknown,Unknown,Others,Unknown,,Unknown,,,"In the light of an encounter between militants and security forces during a Cordon Search Operation in Trai region of South Pulwama district of Jammu and Kashmir, on Sunday 7th April 2019, mobile internet services were suspended as a Precautionary Measure to prevent the spreading of rumors.",,
98,05/14/2019,05/21/2019,8,News Media Article,https://www.irqnews.com/%d8%ac%d8%af%d9%88%d9%84-%d8%a7%d9%84%d8%a7%d9%85%d8%aa%d8%ad%d8%a7%d9%86%d8%a7%d8%aa-%d8%a7%d9%84%d9%88%d8%b2%d8%a7%d8%b1%d9%8a%d8%a9-2019-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%a7%d9%84%d8%a7/,MENA ,,Iraq ,Level 3,National ,Ministry of Education - via a Communic to the Ministry of ICT,Ministry of Education - via a Communic to the Ministry of ICT,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,School Exams,,,Exam Cheating,,,No,No,,,,,,,,,,
101,5/16/2019,5/24/2019,8,News Media Article,https://indianexpress.com/article/india/cattle-traders-death-in-jks-bhaderwah-discrepancies-in-eyewitness-statements-say-police-5734411/,Asia Pacific,,India ,Level 1,"Doda, Jammu and Kashmir",State government,State government,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Yes ,Other,Curfew,,Protest,,No ,Unknown,Unknown,Unknown,Others,Unknown,,Unknown,,,"Internet Shutdown in Doda after a cattle trader was shot dead, which led to protests by the local groups",,
106,5/21/2019,5/29/2019,8,News Media Article,https://eurasianet.org/tajikistan-internet-grinds-to-a-halt-after-presidents-criticism,Asia Pacific,,Tajikistan,Level 3,National ,Executive government,Executive government,Shutdown and throttle,Mobile and broadband,Full and Service-based,TRUE,TRUE,FALSE,TRUE,FALSE,"Gmail, YouTube, Google Drive",None,,Yes ,National Security / Counter-Terrorism,,,"Political Instability
",,No ,Yes ,Yes ,Yes ,Others,No ,,Unknown,,,"The already-slow internet in Tajikistan ground even slower this week following criticism from President Emomali Rahmon, who expressed fears about the risk of online communication bolstering terrorism.

Speaking at a meeting of post-Soviet security officials on May 21, Rahmon said more needed to be done to combat the activity of extremists in the virtual space.

By the same evening, Tajik authorities had sprung into action, extending the blockages on websites to all Google resources, which meant that internet users could not access Gmail, YouTube or Google Drive, among other things. Twitter, Facebook, Instagram and other social media sites are also off-limits.",,https://eurasianet.org/tajikistan-opposition-party-accuses-government-of-prison-bloodshed-coverup
125,6/10/2019,6/18/2019,8,Social Media,https://twitter.com/ethiotelecom_/status/1141013304762146817/photo/1,Africa,,Ethiopia ,Level 3,National ,Executive government,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,Ethio-telecom ,No,National Security / Counter-Terrorism,,,Political Instability,,No ,No ,No ,No ,Others,No ,,Yes ,https://twitter.com/ethiotelecom_/status/1141013304762146817/photo/1,,,,"Facebook Transparency Report data showed 3 shutdowns during this case, 6/11-6/11, 6/11-6/12, and 6/12-6/18."
198,11/16/2019,11/24/2019,8,News Media Article,"https://www.voanews.com/middle-east/iranians-struggle-without-internet
https://medium.com/filterwatch/iran-shutdown-monitor-ccd4cad2a681",MENA ,,Iran,Level 3,National except Kurdish region ,Executive government,Ministry of ICT ,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,"MCI (TCI), MTCE, MTN Irancell, Rightel (Tamin Telecom) , Taliya 
TKC",Yes ,National Security / Counter-Terrorism,,,Protest,Economic Crisis,No ,Yes ,Yes ,Unknown,,Unknown,,Unknown,,,,,
14,1/15/2019,1/24/2019,9,News Media Article,https://www.accessnow.org/zimbabwe-orders-a-three-day-country-wide-internet-shutdown/,Africa,,Zimbabwe ,Level 3,National ,Executive government,Vice President Office ,Shutdown and throttle,Mobile and broadband,Full and Service-based,TRUE,TRUE,TRUE,TRUE,TRUE,Tinder,None,"Econet Wireless, Telecel (ZARNet), NetOne ",Yes ,National Security / Counter-Terrorism,,,Protest,Economic Crisis,No ,Yes ,Yes ,Yes ,Others,No,http://zimbabwe.misa.org/2019/01/21/high-court-sets-aside-internet-shut-down-directives/,Yes ,"https://www.theindependent.co.zw/2019/01/18/legality-of-zims-internet-shutdown/

https://twitter.com/ProfJNMoyo/status/1085631077065150465/photo/1",,"Amid the ongoing citizen protests triggered by a sharp increase in the price of fuel, the government has evidently resorted to plunging the whole country into darkness in an internet shutdown potentially impacting over 17 million people.",https://www.accessnow.org/zimbabwe-orders-a-three-day-country-wide-internet-shutdown/,
76,4/21/2019,4/30/2019,9,CSO KIO Partners ,"https://netblocks.org/reports/social-media-blocked-in-sri-lanka-following-church-and-hotel-bombings-XaAwlQBM

https://www.theguardian.com/world/2019/apr/21/social-media-shut-down-in-sri-lanka-in-bid-to-stem-misinformation",Asia Pacific,,SriLanka,Level 3,National ,Executive government,The president,Shutdown,Mobile and broadband,Service-based,TRUE,TRUE,TRUE,TRUE,TRUE,,None,"""Airtel (Bharti Airtel), Dialog (Axiata), Hutch (CK Hutchison), 
Mobitel (Sri Lanka Telecom) ",Yes ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,"In a statement, Udaya R Seneviratne, from the office of the president, said the government had “taken steps to temporarily block all social media avenues until the investigations are concluded”.",Information Control,,No ,No ,No ,Unknown,Others,Unknown,,Unknown,,,"The Sri Lankan government blocked access to social media sites in the aftermath of the attacks that killed at least 207 people, in a bid to stop a spread of misinformation that could lead to further violence.",,
92,5/9/2019,5/19/2019,10,News Media Article,"https://netblocks.org/reports/social-media-blocked-in-kazakhstan-on-victory-day-eBOg47BZ

https://www.rferl.org/a/rfe-rl-s-kazakh-website-other-sites-not-accessible-in-kazakhstan/29930391.html",Asia Pacific,,Kazakhstan,Level 3,National ,Executive government,Executive government,Shutdown,Mobile and broadband,Service-based,TRUE,FALSE,FALSE,TRUE,TRUE,YouTube,,"Beeline (VEON), Kcell (Fintur), Tele2 / ALTEL ",Unknown ,Technical Problems / Infrastructure Failure,,,Protest,,No ,Unknown,Yes ,Unknown,Others,Unknown,,Unknown,,,"Multiple internet providers in Kazakhstan have blocked access to major social networks and online platforms Facebook, Instagram and YouTube as well as news and campaign websites on 9 May 2019, according to NetBlocks internet observatory network measurements.",,
133,6/15/2019,6/25/2019,10,News Media Article,"https://www.africanews.com/2019/05/15/eritrea-blocks-internet-reportedly-to-curb-planned-protests/
https://www.top10vpn.com/assets/2020/01/Top10VPN.com-Cost-of-Internet-Shutdowns-2019-Supporting-Data.pdf",Africa,,Eritrea,Level 3,National ,Executive government,Executive government,Shutdown,Broadband,Service-based,TRUE,FALSE,FALSE,FALSE,FALSE,Other social media platforms,,Eritel ,No,None,,,Protest,,No ,Unknown,Unknown,No ,Others,No ,,No,,,,,
164,7/28/2019,8/7/2019,10,CSO KIO Partners ,"https://ioda.caida.org/ioda/dashboard#from=1565114400&until=1565200800&lastView=overview&view=inspect&entity=country/SY
https://ioda.caida.org/ioda/dashboard#from=1564250400&until=1564336800&lastView=overview&view=inspect&entity=country/SY",MENA ,,Syria ,Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,School Exams,,,Cheating during exams,,No ,No ,No ,No ,,unknown ,,unknown ,,,,,
105,5/20/2019,5/31/2019,11,News Media Article,https://3g.163.com/dy/article/EGHRU2160527L76N.html,Asia Pacific,,China,Level  2,"Guangdong Province, Shanghai, Chongqing, and other places",Uknown ,,Throttle,Mobile and broadband,Full and Service-based,FALSE,FALSE,FALSE,FALSE,FALSE,,None,China Telecom,No,None,,,Religious Holiday / Anniversary,,No ,No ,No ,No,Others,Unknown,,Unknown,,,"Before the June 4 anniversary, netizens from many provinces in China reported technical difficulties to connect with certain internet services. China Telecom Guangdong branch reported a large  scale internet disruption due to technical difficulty. There's no official statement or evidence about this round of internet slowdown / blockage of websites and services. ",,
147,6/23/2019,7/4/2019,11,CSO KIO Partners ,"https://rsf.org/en/news/rsf-urges-mauritania-restore-mobile-internet
https://transparency.facebook.com/internet-disruptions",Africa,,Mauritania,Level 3,National ,Executive government,,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,"Chinguitel (Sudatel), Mattel (Tunisie Telecom), Mauritel",Unknown ,Unknown ,,,Election,,Yes ,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,
142,6/22/2019,7/5/2019,13,Social Media,https://twitter.com/ethiotelecom_/status/1147033441550131200/photo/2,Africa,,Ethiopia ,Level 3,National ,Executive government,Prime Minister ,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,Ethio-telecom ,Yes ,National Security / Counter-Terrorism,,,Other,Coup,No ,No ,No ,No ,Others,No ,,Yes ,https://twitter.com/ethiotelecom_/status/1147033441550131200/photo/2,,,,
157,7/16/2019,7/29/2019,13,News Media Article,https://www.bbc.com/news/world-africa-49070762,Africa,,Ethiopia ,Level  2,SNNPR ,Executive government,National Security Council ,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,None,Ethio-telecom ,Yes ,Public Safety / Quell Unrest / Restore Public Order,,,Communal Violence,,No ,Yes ,Yes ,No ,Others,No ,,No ,,,,,
73,4/17/2019,5/1/2019,14,News Media Article,http://adengd.net/news/383426,MENA ,,Yemen ,Level 1,,Unknown ,,Shutdown,Broadband,Full,,,,,,,None,,Unknown ,Unknown,,,Unknown,,Unknown,Unknown,Unknown,Unknown,,Unknown,,Unknown,,,,,
116,6/1/2019,6/15/2019,14,News Media Article,https://baghdadtoday.news/news/88488/%D8%A8%D8%A7%D9%84%D9%88%D8%AB%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AA%D8%AD%D8%AF%D8%AF-,MENA ,,Iraq ,Level 3,National ,Ministry of Education - via a Communic to the Ministry of ICT,Ministry of Education - via a Communic to the Ministry of ICT,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,School Exams,,,Exam Cheating,,,No,No,,,,,,,,,,
173,8/22/2019,9/5/2019,14,CSO KIO Partners ,https://safenet.or.id/2019/08/keepiton-in-papua-and-west-papua/,Asia Pacific,,Indonesia,Level  2,Papua ,Executive government,Ministry of Communications ,Shutdown,Mobile,Full,FALSE,FALSE,FALSE,FALSE,FALSE,Other modes of communications including phone lines disrupted,Phone call,,Yes ,Public Safety ,,http://news24xx.com/read/news/18497/Internet-access-in-Jayapura-Papua-will-be-restored-gradually-starting-today?utm_source=dlvr.it&utm_medium=twitter,"Protests
",,No ,Yes ,Yes ,unknown ,Minority groups ,unknown ,,unknown ,,,,,
131,6/13/2019,6/30/2019,17,CSO KIO Partners ,"https://ioda.caida.org/ioda/dashboard#from=1559948103&until=1560120903&lastView=overview&view=inspect&entity=country/SY
https://ioda.caida.org/ioda/dashboard#from=1565114400&until=1565200800&lastView=overview&view=inspect&entity=country/SY",MENA ,,Syria ,Level 3,National ,Uknown ,,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unknown ,School Exams,,,Cheating during exams,,No ,No ,No ,No ,,unknown ,,unknown ,,,,,
118,6/3/2019,7/9/2019,36,News Media Article,"https://www.washingtonpost.com/politics/2019/06/13/end-mass-protests-sudan-has-cut-off-internet-access-National-heres-why/

https://reliefweb.int/report/sudan/sudan-un-experts-denounce-internet-shutdown-call-immediate-restoration",Africa,,Sudan,Level 3,National ,Executive government,TMC ,Shutdown,Mobile and broadband,Full,FALSE,FALSE,FALSE,FALSE,FALSE,,,"MTN 
Sudani (Sudatel) 
Zain 
Mobitel ",Yes ,National Security / Counter-Terrorism,,,Protest,Economic Crisis and Political Instability,No ,Yes ,Yes ,No ,Others,Yes ,,No ,,,"On June 5, Sudan’s Internet was disrupted yet again, starting with mobile phone service providers MTN and Mobitel and spreading to Sudan’s other mobile services. At the same time, security forces launched another crackdown on a sit-in in Khartoum...More than 100 civilians were reported killed, as the regime methodically shut off communication throughout the country. On Monday, the regime severed Sudan’s remaining Internet access, resulting in a “near total blackout.” ",,
183,10/2/2019,11/21/2019,50,News Media Article,"https://www.theguardian.com/world/2019/oct/02/at-least-seven-killed-as-iraqi-security-forces-fire-on-protesters
https://www.accessnow.org/amid-massive-anti-government-protests-a-near-total-internet-shutdown-in-iraq/",MENA ,,Iraq ,Level 3,National except Kurdish region ,Uknown ,,Shutdown,Mobile and broadband,Service-based,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,Unknown,,,Protest,,,,,,,,,,,,,,
143,6/22/2019,8/22/2019,61,Other,https://transparency.facebook.com/internet-disruptions,Africa,,Ethiopia ,Level 3,National ,Executive government,,Shutdown,Mobile and broadband,Service-based,TRUE,FALSE,TRUE,FALSE,FALSE,,None,Ethio-telecom ,Unknown ,Fake News / Hate Speech / Incendiary Content or Promoting Violence,,,Political Instability,,No,Unknown,Unknown,Unknown,Others,Unknown,,Unknown,,,,,"Record on Facebook Transparency Report, possibly related to the two shutdowns recorded between 6/22 and 7/29 in this database."
